microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
tauB	K10831	3.6.3.36	3.A.1.17.1;3.A.1.17.4	taurine transport system ATP-binding protein [EC:3.6.3.36]	NA	329.3	0.915938	0.93416	1	9.7e-06	0.06584	1
tauC	K15552	NA	3.A.1.17.1;3.A.1.17.4	taurine transport system permease protein	NA	280.2	0.910734	0.9264	1	1.18e-05	0.07356	0.99998
tauA	K15551	NA	3.A.1.17.1;3.A.1.17.4	taurine transport system substrate-binding protein	NA	203.9	0.995846	0.99526	1	3.78e-07	0.00474	0.999999
tc_2.A.76.1.6	K16327	NA	2.A.76.1.6_Q3J2V9	putative LysE/RhtB family amino acid efflux pump	NA	259.1	1	1	1	0	0	1
tc.aat	K03293	NA	2.A.3.1.20_F2HQ24;2.A.3.1.21_F2HQ25	amino acid transporter, AAT family	NA	596.9	0.6028	0.47206	1	2.76e-05	0.52794	0.999818
tc.agcs	K03310	NA	2.A.25.1.10_P30143;2.A.25.1.1_P30144;2.A.25.1.2_P30145;2.A.25.1.3_Q6LX42;2.A.25.1.4_Q8EII1;2.A.25.1.5_Q45068;2.A.25.1.9_W0WFC6	alanine or glycine:cation symporter, AGCS family	NA	36.2	0.987891	1	1	1.32e-05	0	0.999987
tc.apa	K03294	NA	2.A.3.3.16_Q9L100;2.A.3.3.22_Q8R706;2.A.3.3.23_s6ex81;2.A.3.8.12_O34739;2.A.3.8.28_K1M2K1	basic amino acid/polyamine antiporter, APA family	NA	284.8	0.948823	0.921779	1	1.05e-05	0.078221	0.999951
tc.bat2	K09936	NA	2.A.7.21.9_D3P9M1;2.A.7.21.5_G8WDN2;2.A.7.21.5_G8WDN3	bacterial/archaeal transporter family-2 protein	NA	31.6	0.999567	0.999135	1	0	0.000865	1
tc.citmhs	K03300	NA	2.A.11.1.6_A4QA05	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	NA	105.6	0.97561	0.999057	1	6.55e-06	0.000943	0.999993
tc.cnt	K03317	NA	2.A.41.2.11_Q9KPL5	concentrative nucleoside transporter, CNT family	NA	414.7	0.837061	0.79878	1	2.27e-05	0.20122	0.999936
tc.dass	K03319	NA	2.A.47.3.4_Q6D017	divalent anion:Na+ symporter, DASS family	NA	506.5	0.96204	0.92977	1	3.78e-07	0.07023	0.99999
TC.DME	K03298	NA	2.A.7.3	drug/metabolite transporter, DME family	NA	164.1	0.88525	0.7941	1	0	0.2059	1
tc.fev	K02014	NA	1.B.14.12.1_Q9A608;1.B.14.12.2_Q9AAZ6;1.B.14.6.1_Q45780;1.B.14.1.10_Q82VI7;1.B.14.1.11_P11461;1.B.14.1.12_Q9HXB2;1.B.14.1.15_Q05202;1.B.14.1.17_Q01674;1.B.14.1.21_B6R297;1.B.14.1.26_Q8G8W9;1.B.14.1.7_A4LBD1;1.B.14.14.1_Q8A552;1.B.14.8.2_Q2M5P4;1.B.14.9.3_Q7CGN6	iron complex outermembrane recepter protein	NA	47.9	0.763762	0.994	0.999	0.00123	0.00604	0.99876
TC.GNTP	K03299	NA	2.A.8	gluconate:H+ symporter, GntP family	NA	69.7	0.795306	0.998772	1	0.000158	0.001228	0.999842
tc.gph	K03292	NA	2.A.2.3.12_Q745T8;2.A.2.3.7_Q0HIQ0	glycoside/pentoside/hexuronide:cation symporter, GPH family	NA	366.6	0.878853	0.857973	1	2.25e-05	0.14203	0.999944
TC.HAE1	K03296	NA	2.A.6.3.1_P25197;2.A.6.3.2_A9CGX6;2.A.6.3.3_E8PBU7;2.A.6.3.4_Q1DEX6;2.A.6.3.6_Q8CX78;2.A.6.2.23_Q6VV68	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	NA	1070.4	0.305346	0.662545	1	0.000464	0.337455	0.999478
tc.livcs	K03311	NA	2.A.26.1.10_P0AD99;2.A.26.1.1_P19072;2.A.26.1.2_P25185;2.A.26.1.3_P54104;2.A.26.1.4_O84558;2.A.26.1.5_C0CGS2;2.A.26.1.8_B8J0B8;2.A.26.1.9_F2HK99	branched-chain amino acid:cation transporter, LIVCS family	NA	66.8	0.999799	0.999597	1	0	0.000403	1
tc.ncs1	K03457	NA	2.A.39.5.1_Q082R8;2.A.39.1.5_P94369;2.A.39.3.12_V9SBV7	nucleobase:cation symporter-1, NCS1 family	NA	195.1	0.94384	0.98218	1	2.38e-05	0.01782	0.99997
tc.ncs2	K03458	NA	2.A.40.2.1_P50487	nucleobase:cation symporter-2, NCS2 family	NA	555.7	0.48028	0.5201	1	3.24e-05	0.4799	1
tc.nss	K03308	NA	2.A.22.4.1_O50649;2.A.22.4.3_Q8NRL8;2.A.22.5.2_Q8RHM5	neurotransmitter:Na+ symporter, NSS family	NA	69	0.999821	1	1	1.26e-07	0	1
tc.pot	K03305	NA	2.A.17.1.1_P0C2U2;2.A.17.1.2_P77304;2.A.17.1.3_P36837;2.A.17.1.6_Q5M4H8;2.A.17.4.7_Q8EKT7	proton-dependent oligopeptide transporter, POT family	NA	65.7	0.998221	0.998084	1	7.56e-07	0.001916	1
tc.sss	K03307	NA	2.A.21.2.2_Q7A4Q7;2.A.21.2.5_M1TZ79;2.A.21.3.19_Q8AAV7;2.A.21.3.21_P31448;2.A.21.3.2_P96169;2.A.21.3.9_A8H019;2.A.21.4.1_Q8VM88	solute:Na+ symporter, SSS family	NA	300.8	0.700551	0.875036	1	0.000274	0.124964	0.999671
tc.sulp	K03321	NA	2.A.53.3.13_Q1J2S8	sulfate permease, SulP family	NA	355.6	0.975804	0.959744	1	3.91e-06	0.040256	0.999975
tc2.A.86.1.7	K20469	NA	2.A.86.1.7	putative heme transporter	NA	186.1	1	1	1	0	0	1
tctB	K07794	NA	2.A.80.1.4_S5XH28	putative tricarboxylic transport membrane protein	NA	54.9	0.997812	0.99912	1	5.04e-07	0.000876	0.999999
tctC	K07795	NA	2.A.80.1.4_S5XTE7	putative tricarboxylic transport membrane protein	NA	69.7	1	1	1	0	0	1
tctA	K07793	NA	2.A.80.1.4_S5Y5N9	putative tricarboxylic transport membrane protein	NA	81.4	0.999698	1	1	1.26e-07	0	1
tcyA	K02424	NA	3.A.1.3.28_B8F896	cystine transport system substrate-binding protein	NA	275.5	0.941939	0.929366	1	9.95e-06	0.07063	0.999974
tcyB	K10009	NA	3.A.1.3.28_B8F897	cystine transport system permease protein	NA	260.4	0.97353	0.958658	1	2.27e-06	0.041342	0.99999
tcyC	K10010	3.6.3.-	3.A.1.3.28_B8F898	cystine transport system ATP-binding protein [EC:3.6.3.-]	NA	373	0.73525	0.610581	1	7.3e-06	0.389419	0.999936
tcyJ	K16956	NA	3.A.1.3.13	L-cystine transport system substrate-binding protein	NA	399.3	1	1	1	0	0	1
tcyK	K16957	NA	3.A.1.3.13	L-cystine transport system substrate-binding protein	NA	239.5	0.895	0.94946	1	6.04e-06	0.05054	1
tcyL	K16958	NA	3.A.1.3.13	L-cystine transport system permease protein	NA	259.2	0.843	0.80156	1	3.27e-06	0.19844	1
tcyM	K16959	NA	3.A.1.3.13	L-cystine transport system permease protein	NA	261.2	0.85	0.80952	1	3.27e-06	0.19048	1
tcyN	K16960	3.6.3.-	3.A.1.3.13	L-cystine transport system ATP-binding protein [EC:3.6.3.-]	NA	404.8	0.765	0.62162	1	1.26e-07	0.37838	1
tdcC	K03838	NA	2.A.42.2.2_P0AAD8	threonine transporter	NA	738.9	1	1	1	0	0	1
tehA	K03304	NA	2.A.16.1	tellurite resistance protein	NA	178.8	0.99514	0.99033	1	0	0.00967	1
tet35	K18218	NA	NA	tetracycline resistance efflux pump	NA	599.9	1	1	1	0	0	1
thiQ	K02062	NA	3.A.1.19.2_Q73RE4	thiamine transport system ATP-binding protein	NA	334	0.733043	0.66856	1	1.73e-05	0.33144	0.999946
thiP	K02063	NA	3.A.1.19.2_Q73RE5	thiamine transport system permease protein	NA	291.5	0.984841	0.97013	1	0	0.02987	0.999996
thiB	K02064	NA	3.A.1.19.2_Q73RE6	thiamine transport system substrate-binding protein	NA	162.1	1	1	1	0	0	1
thiT	K16789	NA	2.A.88.3	thiamine transporter	NA	56.5	0.99368	0.98743	1	0	0.01257	1
thuE	K10236	NA	3.A.1.1.12_Q9AI68;3.A.1.1.17_Q9R9Q7;3.A.1.1.19_Q8L126;3.A.1.1.25_Q72H68	trehalose/maltose transport system substrate-binding protein	NA	472.6	0.996	0.99138	1	0	0.00862	1
thuF	K10237	NA	3.A.1.1.12_Q9AI67;3.A.1.1.17_Q9R9Q6;3.A.1.1.19_Q8L125;3.A.1.1.25_Q72H67;3.A.1.1.41_G4FGN7	trehalose/maltose transport system permease protein	NA	386.8	0.984	0.9693	1	0	0.0307	1
thuG	K10238	NA	3.A.1.1.12_Q9AI66;3.A.1.1.17_Q9R9Q5;3.A.1.1.25_Q72H66	trehalose/maltose transport system permease protein	NA	370	0.98	0.973	1	3.78e-07	0.02703	0.999999
tnaB	K03836	NA	2.A.42.1.3_P23173	low affinity tryptophan permease	NA	648.5	0.995	0.989	1	0	0.0106	1
togA	K10195	NA	3.A.1.1.11_Q93KB8	oligogalacturonide transport system ATP-binding protein	NA	604.1	0.985	0.9709	1	0	0.02907	1
togM	K10193	NA	3.A.1.1.11_Q93KC0	oligogalacturonide transport system permease protein	NA	406.2	0.988	0.9755	1	0	0.0245	1
togN	K10194	NA	3.A.1.1.11_Q93KB9	oligogalacturonide transport system permease protein	NA	397.3	0.998	0.99512	1	0	0.00488	1
togB	K10192	NA	3.A.1.1.11_Q93KB7	oligogalacturonide transport system substrate-binding protein	NA	314.1	0.989	0.98206	1	1.26e-07	0.01794	1
togT	K16210	NA	2.A.2.5.1_Q93KC2	oligogalacturonide transporter	NA	319.1	0.983642	0.96781	1	0	0.03219	1
tolQ	K03562	NA	1.A.30.2.2	biopolymer transport protein TolQ	NA	217.6	0.947529	0.905962	1	1.64e-06	0.094038	0.99997
tolR	K03560	NA	1.A.30.2.2	biopolymer transport protein TolR	NA	140.8	0.7662	0.841751	1	9.31e-05	0.158249	0.999866
treEIIA	K02817	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIA component [EC:2.7.1.69]	NA	933.1	0.95	0.90441	1	0	0.09559	1
treEIIB	K02818	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIB component [EC:2.7.1.69]	NA	570.4	0.974115	0.9495	1	0	0.05046	0.999994
treEIIC	K02819	NA	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIC component	NA	581.9	0.968153	0.93827	1	0	0.06173	0.999992
triC	K21134	NA	2.A.6.2.27	multidrug efflux pump	NA	1443	0.989	0.97908	1	0	0.02092	1
trkA	K03499	NA	2.A.38.1;2.A.38.4	trk system potassium uptake protein	NA	135.2	0.966787	0.954375	1	1.27e-05	0.045625	0.999958
trkH	K03498	NA	2.A.38.1;2.A.38.4	trk system potassium uptake protein	NA	50.3	0.999858	1	1	1.26e-07	0	1
troA	K11707	NA	3.A.1.15.8	manganese/zinc/iron transport system substrate-binding protein	NA	267.6	0.911885	0.91753	1	5.79e-06	0.08247	1
troB	K11710	NA	3.A.1.15.8	manganese/zinc/iron transport system ATP- binding protein	NA	351.2	0.859189	0.78603	1	2.52e-06	0.21397	1
troC	K11708	NA	3.A.1.15.8	manganese/zinc/iron transport system permease protein	NA	252.4	0.828571	0.71047	1	2.52e-07	0.28953	1
troD	K11709	NA	3.A.1.15.8	manganese/zinc/iron transport system permease protein	NA	252.9	0.853503	0.74444	1	0	0.25556	1
trpA	K05833	NA	3.A.1.34.1_Q99ZY3	putative ABC transport system ATP-binding protein	NA	266.4	0.971586	0.946195	1	2.52e-07	0.053805	0.999991
trpP	K05832	NA	3.A.1.34.1_Q99ZY4	putative ABC transport system permease protein	NA	84	0.998829	0.99844	1	1.26e-07	0.00156	1
trpS	K01989	NA	3.A.1.34.1_Q99ZY6	putative ABC transport system substrate-binding protein	NA	51.8	0.999711	1	1	1.26e-07	0	1
tsx	K05517	NA	1.B.10.1.1_P0A927	nucleoside-specific channel-forming protein	NA	99.3	1	1	1	0	0	1
ttdT	K11106	NA	2.A.47.3.3_P39414	L-tartrate/succinate antiporter	NA	661.4	0.969	0.9395	1	0	0.06048	1
tuaB	K16694	NA	2.A.66.2.6	teichuronic acid exporter	NA	425.6	0.942	0.95	1	5.04e-07	0.05	1
tupA	K05772	NA	3.A.1.6.2;3.A.1.6.4	tungstate transport system substrate-binding protein	NA	69.3	1	1	1	0	0	1
tupB	K05773	NA	3.A.1.6.2;3.A.1.6.4	tungstate transport system permease protein	NA	146.1	0.999078	0.99816	1	0	0.00184	1
tupC	K06857	3.6.3.55	3.A.1.6.2;3.A.1.6.4	tungstate transport system ATP-binding protein [EC:3.6.3.55]	NA	245.4	0.044644	0.58238	0.998	0.00161	0.41762	0.998
tutB	K03318	NA	2.A.42.1.4_Q47825	tyrosine permease	NA	759.6	0.875	1	1	2.52e-07	0	1
tyrP	K03834	NA	2.A.42.1.1_P0AAD4;2.A.42.1.5_Q5NFU3	tyrosine-specific transport protein	NA	354.5	0.947315	0.925075	1	3.53e-06	0.074925	0.999987
ugpC	K05816	3.6.3.20	3.A.1.12.4_O34992	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	NA	507.3	0.678864	0.53653	1	7.3e-06	0.46347	0.999916
ugpE	K05815	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	NA	303.7	0.910105	0.853538	1	4.53e-06	0.146462	0.999966
ugpA	K05814	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	NA	307.6	0.909652	0.924765	1	2.18e-05	0.075235	0.999963
ugpB	K05813	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system substrate-binding protein	NA	314.8	0.965559	0.936121	1	6.3e-07	0.063879	0.999986
uhpC	K07783	NA	2.A.1.4.4_P09836;2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, sugar phosphate sensor protein UhpC	NA	465.9	0.983544	0.96762	1	0	0.03238	0.999997
uidC	K16140	NA	1.B.25.1.5	putative glucuronide porin	NA	35.3	1	1	1	0	0	1
uidB	K16139	NA	2.A.2	glucuronide carrier protein	NA	446.8	0.936	0.88	1	0	0.12	1
ulaEIIA	K02821	2.7.1.69	4.A.2.1.24_P69824	PTS system, ascorbate-specific IIA component [EC:2.7.1.69]	NA	79.6	0.850944	0.86089	1	3.59e-05	0.13911	0.999933
ulaEIIB	K02822	2.7.1.69	4.A.7.1	PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	NA	61.3	0.98435	0.9808	1	2.52e-06	0.0192	0.99999
ulaEIIC	K03475	NA	4.A.7.1	PTS system, ascorbate-specific IIC component	NA	37.9	0.999723	0.999446	1	0	0.000554	1
uraA	K02824	NA	2.A.40.1.1_P0AGM7;2.A.40.1.2_Q9CF78;2.A.40.1.4_P39766	uracil permease	NA	411.5	0.991669	0.98404	1	1.26e-07	0.01596	0.999996
urtB	K11960	NA	3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	NA	240.8	0.997473	0.995795	1	1.26e-07	0.004205	1
urtD	K11962	NA	3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	NA	266.3	0.98331	0.988255	1	3.27e-06	0.011745	0.99999
urtE	K11963	NA	3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	NA	283.6	0.97056	0.96731	1	3.9e-06	0.032691	0.99999
urtA	K11959	NA	3.A.1.4.4;3.A.1.4.5	urea transport system substrate-binding protein	NA	419.7	0.987903	0.976874	1	1.26e-07	0.023126	0.999996
urtC	K11961	NA	3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	NA	236.9	0.997866	0.99659	1	1.26e-07	0.00341	0.999999
utp	K08717	NA	1.A.28.2	urea transporter	NA	80	0.998926	1	1	1.26e-07	0	1
vb1xA	K05779	NA	NA	putative thiamine transport system ATP-binding protein	NA	261.1	0.973	0.95493	1	3.78e-07	0.04507	1
vb1xS	K05777	NA	NA	putative thiamine transport system substrate-binding protein	NA	416.9	0.973	0.95304	1	2.52e-07	0.04696	1
vb1xP	K05778	NA	NA	putative thiamine transport system permease protein	NA	313.2	0.996	0.99138	1	0	0.00862	1
vexF	K18989	NA	2.A.6.2.30	multidrug efflux pump	NA	1080.5	0.996	0.99119	1	0	0.00881	1
vpsM	K20920	NA	1.B.66.3.1;1.B.66.3.2	polysaccharide biosynthesis protein VpsM	NA	153.8	1	1	1	0	0	1
vpsN	K20988	NA	1.B.18	polysaccharide biosynthesis/export protein VpsN	NA	189.3	0.949	0.98026	1	1.64e-06	0.01974	1
wtpA	K15495	NA	3.A.1.6.5	molybdate/tungstate transport system substrate-binding protein	NA	134.6	0.976	0.95652	1	1.26e-07	0.04348	1
wtpB	K15496	NA	3.A.1.6.5	molybdate/tungstate transport system permease protein	NA	263.2	0.843	0.72845	1	0	0.27155	1
wtpC	K15497	3.6.3.-;3.6.3.55	3.A.1.6.5	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.- 3.6.3.55]	NA	395.6	0.4	0.29771	1	3.15e-06	0.70229	1
wza	K01991	NA	1.B.18.2.2_Q27SU9;1.B.18.3.2_Q45407;1.B.18.3.4_F8KVN6;1.B.18.3.5_K9TEU5;1.B.18.3.7_B0RRH7	polysaccharide export outer membrane protein	NA	60.9	0.958474	0.99933	1	3.24e-05	0.000669	0.999967
xanP	K16345	NA	2.A.40.4.2	xanthine permease XanP	NA	600.6	0.986895	0.97413	1	0	0.02587	0.999997
xanQ	K16346	NA	2.A.40.4.3	xanthine permease XanQ	NA	867.2	0.985	1	1	3.78e-07	0	1
xapB	K11537	NA	2.A.1.10.1_P0AFF4;2.A.1.10.2_P45562	MFS transporter, NHS family, xanthosine permease	NA	637.4	0.907	0.8292	1	0	0.17082	1
xltA	K17207	NA	3.A.1.2.15_A8H4W7	putative xylitol transport system ATP-binding protein	NA	710.3	0.990712	0.9816	1	0	0.0184	1
xltB	K17206	NA	3.A.1.2.15_A8H4W6	putative xylitol transport system permease protein	NA	393	0.971	0.94286	1	0	0.05714	0.999999
xltC	K17205	NA	3.A.1.2.15_A8H4W5	putative xylitol transport system substrate-binding protein	NA	405	0.997	1	1	1.26e-07	0	1
xylF	K10543	NA	3.A.1.2.24_O50503;3.A.1.2.26_A6LW10;3.A.1.2.4_P37387	D-xylose transport system substrate-binding protein	NA	328.3	0.976945	0.962157	1	1.01e-06	0.03784	0.999994
xylG	K10545	3.6.3.17	3.A.1.2.24_O50504;3.A.1.2.26_A6LW11;3.A.1.2.4_P37388	D-xylose transport system ATP-binding protein [EC:3.6.3.17]	NA	616.4	0.688321	0.52587	1	2.52e-07	0.47413	0.999943
xylH	K10544	NA	3.A.1.2.24_O50505;3.A.1.2.26_A6LW12;3.A.1.2.4_P0AGI4	D-xylose transport system permease protein	NA	403.6	0.953239	0.91857	1	1.01e-06	0.08143	0.99999
xylE	K08138	NA	2.A.1.1.3_P0AGF4	MFS transporter, SP family, xylose:H+ symportor	NA	557.8	0.969	0.945	1	1.26e-07	0.05505	1
yadH	K01992	NA	3.A.1.105.17_P0AFN6;3.A.1.132.1_Q93LN1;3.A.1.142.1_Q8DNC0;3.A.1.143.1_P55340	ABC-2 type transport system permease protein	NA	36.3	0.787	0.835	0.999	0.000902	0.165	0.99858
yadG	K01990	NA	3.A.1.105.17_P36879;3.A.1.132.1_O30489;3.A.1.142.1_Q8DNB9;3.A.1.143.1_P55339	ABC-2 type transport system ATP-binding protein	NA	246.7	0.529055	0.747	0.996	0.00363	0.25254	0.99553
yahN	K03329	NA	2.A.76.1.3_P75693	amino acid exporter	NA	279.9	0.993333	0.9868	1	0	0.01325	1
ydjE	K08369	NA	2.A.1.82.4_O34691	MFS transporter, putative metabolite:H+ symporter	NA	339.8	0.965499	0.946492	1	3.53e-06	0.053508	0.999983
yiaN	K21393	NA	2.A.56.1	TRAP-type transport system large permease protein	NA	429.1	0.997691	0.9954	1	0	0.00461	1
yiaM	K21394	NA	2.A.56.1	TRAP-type transport system small permease protein	NA	124	0.93056	0.90891	1	2.9e-06	0.09109	1
yiaO	K21395	NA	2.A.56.1	TRAP-type transport system periplasmic protein	NA	352.3	0.828096	0.73684	1	3.27e-06	0.26316	1
yjbB	K03324	NA	2.A.58.2	phosphate:Na+ symporter	NA	158.1	0.99414	0.988349	1	0	0.01165	0.999997
yjeH	K16263	NA	2.A.3.13.1_P39277	amino acid efflux transporter	NA	240.1	0.984615	0.99225	1	1.89e-06	0.00775	1
ykkC	K18924	NA	2.A.7.1.5	paired small multidrug resistance pump	NA	118.2	0.95207	0.91232	1	2.52e-07	0.08768	1
ykkD	K18925	NA	2.A.7.1.5	paired small multidrug resistance pump	NA	115.8	0.967431	0.93911	1	1.26e-07	0.06089	1
ylnA	K16331	NA	2.A.20.4	sulfate permease	NA	277.1	0.99	0.9901	1	1.26e-07	0.0099	1
ynfM	K08224	NA	2.A.1.36.1_P43531	MFS transporter, YNFM family, putative membrane transport protein	NA	131.6	0.997361	0.99474	1	0	0.005263	0.999999
yojI	K06159	NA	3.A.1.113.3	putative ATP-binding cassette transporter	NA	574.5	0.97417	0.9565	1	3.78e-07	0.04348	1
yqgE	K08222	NA	2.A.1.33.1_P54487	MFS transporter, YQGE family, putative transporter	NA	84.1	1	1	1	0	0	1
yrbG	K07301	NA	2.A.19.5	cation:H+ antiporter	NA	109.9	0.961234	0.926104	1	2.52e-07	0.073896	0.999977
ytrB	K16921	NA	3.A.1	acetoin utilization transport system ATP-binding protein	NA	580.7	1	1	1	0	0	1
ytrE	K16920	NA	3.A.1	acetoin utilization transport system ATP-binding protein	NA	330.8	0.993	1	1	1.26e-07	0	1
ytrF	K16918	NA	3.A.1	acetoin utilization transport system permease protein	NA	488	1	1	1	0	0	1
ytrC_D	K16919	NA	3.A.1	acetoin utilization transport system permease protein	NA	403	1	1	1	0	0	1
yuiF	K07084	NA	2.A.8.1.12_O32105	putative amino acid transporter	NA	78.3	1	1	1	0	0	1
yxjA	K16323	NA	2.A.41.1.3_P42312	purine nucleoside transport protein	NA	492.2	0.992	0.98864	1	1.26e-07	0.01136	1
yydI	K16917	NA	3.A.1.133.1	putative peptide transport system ATP-binding protein	NA	250	1	1	1	0	0	1
yydJ	K16916	NA	3.A.1.133.1	putative peptide transport system permease protein	NA	185.9	1	1	1	0	0	1
zipB	K16267	NA	2.A.5.4.11	zinc and cadmium transporter	NA	142.5	0.996	0.99574	1	1.26e-07	0.00426	1
zmA	K02074	NA	3.A.1.15	zinc/manganese transport system ATP-binding protein	NA	286.3	0.261956	0.22093	1	8.07e-05	0.77907	0.999784
zmP	K02075	NA	3.A.1.15	zinc/manganese transport system permease protein	NA	262.4	0.750703	0.613115	1	3.9e-06	0.386885	0.999922
zmS	K02077	NA	3.A.1.15	zinc/manganese transport system substrate-binding protein	NA	266.9	0.806254	0.696009	1	6.55e-06	0.303991	0.999928
zntB	K16074	NA	1.A.35.4	zinc transporter	NA	197.1	0.994163	0.99016	1	2.52e-07	0.009839	0.999998
znuA	K09815	NA	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system substrate-binding protein	NA	230.1	0.865677	0.80689	1	2.24e-05	0.193112	0.999902
znuB	K09816	NA	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system permease protein	NA	250.8	0.889544	0.817853	1	7.3e-06	0.182147	0.999929
znuC	K09817	3.6.3.-	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system ATP-binding protein [EC:3.6.3.-]	NA	307.3	0.375451	0.358361	1	0.000191	0.641639	0.999586
nuoA	K00330	7.1.1.2	NA	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	NA	21.1	0.975989	1	1	1.83e-05	0	0.999982
nuoB	K00331	7.1.1.2	NA	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	NA	177.8	0.969211	0.99129	1	2.04e-05	0.00871	0.999976
nuoC	K00332	7.1.1.2	NA	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	NA	171.9	0.82664	0.759458	1	2.1e-05	0.240542	0.999914
nuoD	K00333	7.1.1.2	NA	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	NA	499.6	0.902804	0.873418	1	1.71e-05	0.126582	0.999948
nuoE	K00334	7.1.1.2	NA	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	NA	141.2	0.91129	0.877205	1	1.71e-05	0.1228	0.999939
nuoF	K00335	7.1.1.2	NA	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NA	512.5	0.920836	0.909501	1	2.39e-05	0.0905	0.999943
nuoG	K00336	7.1.1.2	NA	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	NA	544.3	0.860614	0.774453	1	8.31e-06	0.22555	0.999918
nuoH	K00337	7.1.1.2	NA	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	NA	137.1	0.975319	0.99703	1	1.81e-05	0.002968	0.999981
nuoI	K00338	7.1.1.2	NA	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	NA	145.3	0.937345	0.906229	1	1.01e-05	0.093771	0.999955
nuoJ	K00339	7.1.1.2	NA	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	NA	39.7	0.967391	0.991989	1	2.13e-05	0.008011	0.999976
nuoK	K00340	7.1.1.2	NA	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	NA	60.1	0.960166	0.988988	1	2.52e-05	0.01101	0.999971
nuoL	K00341	7.1.1.2	NA	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	NA	432.9	0.957954	0.974171	1	2.15e-05	0.025829	0.999969
nuoM	K00342	7.1.1.2	NA	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	NA	324.1	0.916255	0.961414	1	5.33e-05	0.038586	0.999932
nuoN	K00343	7.1.1.2	NA	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	NA	314.1	0.953591	0.966026	1	2.2e-05	0.033974	0.999966
nuoBCD	K13380	7.1.1.2	NA	NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	NA	1345.3	1	1	1	0	0	1
nuoCD	K13378	7.1.1.2	NA	NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	NA	618.1	0.985507	0.99239	1	2.14e-06	0.00761	1
nuoLM	K15863	7.1.1.2	NA	NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]	NA	1850	0.98	0.96	1	0	0.04	1
qcrA	K03890	NA	NA	ubiquinol-cytochrome c reductase iron-sulfur subunit	NA	172	1	1	1	0	0	1
fbcH	K00410	NA	NA	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	NA	772.3	0.957	0.9167	1	0	0.0833	1
petB_2	K00412	NA	NA	ubiquinol-cytochrome c reductase cytochrome b subunit	NA	263.7	0.97256	0.964187	1	3.4e-06	0.035813	0.99999
petB_1	K03887	NA	NA	menaquinol-cytochrome c reductase cytochrome b subunit	NA	290.4	0.985	0.96996	1	0	0.03004	1
