microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
tcyN	K16960	3.6.3.-	3.A.1.3.13	L-cystine transport system ATP-binding protein [EC:3.6.3.-]	
tdcC	K03838		2.A.42.2.2_P0AAD8	threonine transporter	
tdcD	K00932	2.7.2.15		propionate kinase [EC:2.7.2.15]	
tehA	K03304		2.A.16.1	tellurite resistance protein	
tet	K20608	3.4.11.-		tet; tetrahedral aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42
tet35	K18218			tetracycline resistance efflux pump	
tfrA	K18209	1.3.4.1		fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1] 	
tfrB	K18210	1.3.4.1		fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1] 	
thiB	K02064		3.A.1.19.2_Q73RE6	thiamine transport system substrate-binding protein	
thiP	K02063		3.A.1.19.2_Q73RE5	thiamine transport system permease protein	
thiQ	K02062		3.A.1.19.2_Q73RE4	thiamine transport system ATP-binding protein	
thiT	K16789		2.A.88.3	thiamine transporter	
thrH	K02203	3.1.3.3;2.7.1.39		phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39] 	
thuE	K10236		3.A.1.1.12_Q9AI68;3.A.1.1.17_Q9R9Q7;3.A.1.1.19_Q8L126;3.A.1.1.25_Q72H68	trehalose/maltose transport system substrate-binding protein	
thuF	K10237		3.A.1.1.12_Q9AI67;3.A.1.1.17_Q9R9Q6;3.A.1.1.19_Q8L125;3.A.1.1.25_Q72H67;3.A.1.1.41_G4FGN7	trehalose/maltose transport system permease protein	
thuG	K10238		3.A.1.1.12_Q9AI66;3.A.1.1.17_Q9R9Q5;3.A.1.1.25_Q72H66	trehalose/maltose transport system permease protein	
tkt	K00615	2.2.1.1		transketolase [EC:2.2.1.1] 	
tmm	K18277	1.14.13.148		trimethylamine monooxygenase [EC:1.14.13.148] 	
tmoC	K15762			toluene monooxygenase system ferredoxin subunit 	
tmoF	K15765	1.18.1.3		toluene monooxygenase electron transfer component [EC:1.18.1.3] 	
tmtrA	K00577	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86] 	
tmtrB	K00578	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86] 	
tmtrC	K00579	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86] 	
tmtrD	K00580	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86] 	
tmtrE	K00581	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86] 	
tmtrF	K00582	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86] 	
tmtrG	K00583	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86] 	
tmtrH	K00584	2.1.1.86		tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86] 	
tnaB	K03836		2.A.42.1.3_P23173	low affinity tryptophan permease	
togA	K10195		3.A.1.1.11_Q93KB8	oligogalacturonide transport system ATP-binding protein	
togB	K10192		3.A.1.1.11_Q93KB7	oligogalacturonide transport system substrate-binding protein	
togM	K10193		3.A.1.1.11_Q93KC0	oligogalacturonide transport system permease protein	
togN	K10194		3.A.1.1.11_Q93KB9	oligogalacturonide transport system permease protein	
togT	K16210		2.A.2.5.1_Q93KC2	oligogalacturonide transporter	
tolQ	K03562		1.A.30.2.2	biopolymer transport protein TolQ	
tolR	K03560		1.A.30.2.2	biopolymer transport protein TolR	
torA	K07811	1.7.2.3		trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3] 	
torC	K03532			trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC 	
torD	K03533			TorA specific chaperone 	
torY	K07821			trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY 	
torZ	K07812	1.7.2.3		trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3] 	
tpdA	K23980	3.4.13.23  		tpdA; cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]  	Metallo peptidases_Family M20;M20
tpi	K01803	5.3.1.1		triosephosphate isomerase (TIM) [EC:5.3.1.1]	
tpr	K08586	3.4.22.-		tpr; thiol protease [EC:3.4.22.-]	Cysteine peptidases_Family C2: calpain family;C2
tps	K16055	2.4.1.15;3.1.3.12		trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	1
treEIIA	K02817	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIA component [EC:2.7.1.69]	
treEIIB	K02818	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIB component [EC:2.7.1.69]	
treEIIC	K02819		4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIC component	
treS1	K05343	5.4.99.16;3.2.1.1		maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	
treS2	K17311		3.A.1.1.15_Q97ZC3	trehalose transport system substrate-binding protein	
treT	K17312		3.A.1.1.15_Q97ZC2	trehalose transport system permease protein	
treU	K17313		3.A.1.1.15_Q97ZC1	trehalose transport system permease protein	
treV	K17314		3.A.1.1.15_Q97ZC0	trehalose transport system ATP-binding protein	
trf2_3	K13722	3.4.11.-		trf2_3; tricorn protease interacting factor F2/3 [EC:3.4.11.-]	Metallo peptidases_Family M1;M1
tri	K08676	3.4.21.-   		tri; tricorn protease [EC:3.4.21.-]   	Serine peptidases_Family S41: C-terminal processing peptidase family;S41
triC	K21134		2.A.6.2.27	multidrug efflux pump	
trkA	K03499		2.A.38.1;2.A.38.4	trk system potassium uptake protein	
trkH	K03498		2.A.38.1;2.A.38.4	trk system potassium uptake protein	
troA	K11707		3.A.1.15.8	manganese/zinc/iron transport system substrate-binding protein	
troB	K11710		3.A.1.15.8	manganese/zinc/iron transport system ATP- binding protein	
troC	K11708		3.A.1.15.8	manganese/zinc/iron transport system permease protein	
troD	K11709		3.A.1.15.8	manganese/zinc/iron transport system permease protein	
trpA	K05833		3.A.1.34.1_Q99ZY3	putative ABC transport system ATP-binding protein	
trpP	K05832		3.A.1.34.1_Q99ZY4	putative ABC transport system permease protein	
trpS	K01989		3.A.1.34.1_Q99ZY6	putative ABC transport system substrate-binding protein	
tsdA	K19713	1.8.2.2		thiosulfate dehydrogenase [EC:1.8.2.2]	
tsx	K05517		1.B.10.1.1_P0A927	nucleoside-specific channel-forming protein	
ttdT	K11106		2.A.47.3.3_P39414	L-tartrate/succinate antiporter	
ttrA	K08357			tetrathionate reductase subunit A 	
ttrB_dsrO	K08358			tetrathionate reductase subunit B 	
ttrC	K08359			tetrathionate reductase subunit C 	
tuaB	K16694		2.A.66.2.6	teichuronic acid exporter	
tupA	K05772		3.A.1.6.2;3.A.1.6.4	tungstate transport system substrate-binding protein	
tupB	K05773		3.A.1.6.2;3.A.1.6.4	tungstate transport system permease protein	
tupC	K06857	3.6.3.55	3.A.1.6.2;3.A.1.6.4	tungstate transport system ATP-binding protein [EC:3.6.3.55]	
tutB	K03318		2.A.42.1.4_Q47825	tyrosine permease	
tyrP	K03834		2.A.42.1.1_P0AAD4;2.A.42.1.5_Q5NFU3	tyrosine-specific transport protein	
ugpA	K05814		3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	
ugpB	K05813		3.A.1.1.3	sn-glycerol 3-phosphate transport system substrate-binding protein	
ugpC	K05816	3.6.3.20	3.A.1.12.4_O34992	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	
ugpE	K05815		3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	
uhpC	K07783		2.A.1.4.4_P09836;2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, sugar phosphate sensor protein UhpC	
uidB	K16139		2.A.2	glucuronide carrier protein	
uidC	K16140		1.B.25.1.5	putative glucuronide porin	
ulaEIIA	K02821	2.7.1.69	4.A.2.1.24_P69824	PTS system, ascorbate-specific IIA component [EC:2.7.1.69]	
ulaEIIB	K02822	2.7.1.69	4.A.7.1	PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	
ulaEIIC	K03475		4.A.7.1	PTS system, ascorbate-specific IIC component	
uraA	K02824		2.A.40.1.1_P0AGM7;2.A.40.1.2_Q9CF78;2.A.40.1.4_P39766	uracil permease	
ureA	K01430	3.5.1.5		urease subunit gamma [EC:3.5.1.5]	
ureAB	K14048	3.5.1.5		urease subunit gamma/beta [EC:3.5.1.5]	
ureB	K01429	3.5.1.5		urease subunit beta [EC:3.5.1.5]	
ureC	K01428	3.5.1.5		urease subunit alpha [EC:3.5.1.5]	
urtA	K11959		3.A.1.4.4;3.A.1.4.5	urea transport system substrate-binding protein	
urtB	K11960		3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	
urtC	K11961		3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	
urtD	K11962		3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	
urtE	K11963		3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	
utp	K08717		1.A.28.2	urea transporter	
uxaA	K01685	4.2.1.7		altronate hydrolase [EC:4.2.1.7]	
uxaB	K00041	1.1.1.58		tagaturonate reductase [EC:1.1.1.58]	
uxaC	K01812	5.3.1.12		glucuronate isomerase [EC:5.3.1.12]	
uxuA	K01686	4.2.1.8		mannonate dehydratase [EC:4.2.1.8]	
uxuB	K00040	1.1.1.57		fructuronate reductase [EC:1.1.1.57]	
vanX	K08641	3.4.13.22		vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15
vanXY	K18866	3.4.13.22 3.4.17.14		vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15
vanY	K07260	3.4.17.14		vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15
vb1xA	K05779			putative thiamine transport system ATP-binding protein	
vb1xP	K05778			putative thiamine transport system permease protein	
vb1xS	K05777			putative thiamine transport system substrate-binding protein	
vexA	K22924		1.B.18.2.1	Vi polysaccharide export protein VexA	
vexB	K22921		3.A.1.101.2	Vi polysaccharide transport system permease protein	
vexC	K22923	7.6.2.12	3.A.1.101.2	Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]	
vexD	K22922		3.A.1.101.2	Vi polysaccharide transport system permease protein	
vexE	K22917			Vi polysaccharide export protein VexE	
tviA	K22914			Vi polysaccharide biosynthesis protein TviA	
tviB	K22926	1.1.1.136		UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]	
tviC	K22925	5.1.3.-		UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]	
tviD	K22915			Vi polysaccharide biosynthesis protein TviD	
tviE	K22916			Vi polysaccharide biosynthesis protein TviE	
vexF	K18989		2.A.6.2.30	multidrug efflux pump	
vhtA	K14068	1.12.98.3		methanophenazine hydrogenase, large subunit [EC:1.12.98.3]	
vhtC	K14069	1.12.98.3		methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]	
vhtG	K14070	1.12.98.3		methanophenazine hydrogenase [EC:1.12.98.3]	
vnfD	K22896	1.18.6.2		vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]	
vnfG	K22898	1.18.6.2		vanadium nitrogenase delta subunit [EC:1.18.6.2]	
vnfH	K22899			vanadium-iron nitrogenase iron protein	
vnfK	K22897	1.18.6.2		vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]	
vpr	K14647	3.4.21.-		vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8
vpsM	K20920		1.B.66.3.1;1.B.66.3.2	polysaccharide biosynthesis protein VpsM	
vpsN	K20988		1.B.18	polysaccharide biosynthesis/export protein VpsN	
wprA	K13274	3.4.21.-		wprA; cell wall-associated protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8
wtpA	K15495		3.A.1.6.5	molybdate/tungstate transport system substrate-binding protein	
wtpB	K15496		3.A.1.6.5	molybdate/tungstate transport system permease protein	
wtpC	K15497	3.6.3.-;3.6.3.55	3.A.1.6.5	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.- 3.6.3.55]	
wza	K01991		1.B.18.2.2_Q27SU9;1.B.18.3.2_Q45407;1.B.18.3.4_F8KVN6;1.B.18.3.5_K9TEU5;1.B.18.3.7_B0RRH7	polysaccharide export outer membrane protein	
wzxC	K16695		2.A.66.2.7_P77377	lipopolysaccharide exporter wzxC; colanic acid exporter	
wcaB	K03819	2.3.1.-		putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	
wcaC	K13684	2.4.-.-		putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	
wcaD	K13620			putative colanic acid polymerase wcaD; predicted colanic acid polymerase 	
wcaE	K13683	2.4.-.-		putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-] 	
wcaF	K03818	2.3.1.-		putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	
wcaI	K03208			colanic acid biosynthesis glycosyl transferase WcaI	
wcaJ	K03606			putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	
wcaK	K16710			colanic acid/amylovoran biosynthesis protein	
wcaL	K16703	2.4.-.-		colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	
wcaM	K16711			colanic acid biosynthesis protein WcaM	
xanP	K16345		2.A.40.4.2	xanthine permease XanP	
xanQ	K16346		2.A.40.4.3	xanthine permease XanQ	
xapB	K11537		2.A.1.10.1_P0AFF4;2.A.1.10.2_P45562	MFS transporter, NHS family, xanthosine permease	
xdhD	K12528			putative selenate reductase molybdopterin-binding subunit	
xltA	K17207		3.A.1.2.15_A8H4W7	putative xylitol transport system ATP-binding protein	
xltB	K17206		3.A.1.2.15_A8H4W6	putative xylitol transport system permease protein	
xltC	K17205		3.A.1.2.15_A8H4W5	putative xylitol transport system substrate-binding protein	
xoxF	K23995	1.1.2.10		lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	
xpk	K01621	4.1.2.9;4.1.2.22		xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] 	
xylE	K08138		2.A.1.1.3_P0AGF4	MFS transporter, SP family, xylose:H+ symportor	
xylF	K10543		3.A.1.2.24_O50503;3.A.1.2.26_A6LW10;3.A.1.2.4_P37387	D-xylose transport system substrate-binding protein	
xylG	K10545	3.6.3.17	3.A.1.2.24_O50504;3.A.1.2.26_A6LW11;3.A.1.2.4_P37388	D-xylose transport system ATP-binding protein [EC:3.6.3.17]	
xylH	K10544		3.A.1.2.24_O50505;3.A.1.2.26_A6LW12;3.A.1.2.4_P0AGI4	D-xylose transport system permease protein	
yadG	K01990		3.A.1.105.17_P36879;3.A.1.132.1_O30489;3.A.1.142.1_Q8DNB9;3.A.1.143.1_P55339	ABC-2 type transport system ATP-binding protein	
yadH	K01992		3.A.1.105.17_P0AFN6;3.A.1.132.1_Q93LN1;3.A.1.142.1_Q8DNC0;3.A.1.143.1_P55340	ABC-2 type transport system permease protein	
yahN	K03329		2.A.76.1.3_P75693	amino acid exporter	
ybaL	K03455			monovalent cation:H+ antiporter-2, CPA2 family	
ybiS	K19235			ybiS; L,D-transpeptidase YbiS	Cysteine peptidases_Family C82;C82
ycbB	K21470			ycbB; L,D-transpeptidase YcbB	Cysteine peptidases_Family C82;C82
ycfS	K19236			ycfS; L,D-transpeptidase YcfS	Cysteine peptidases_Family C82;C82
ydgD	K04775	3.4.21.-		ydgD; protease YdgD [EC:3.4.21.-]	Serine peptidases_Family S1: chymotrypsin family;S1
ydiF	K19709	2.8.3.8		acetate CoA-transferase [EC:2.8.3.8]	
ydjE	K08369		2.A.1.82.4_O34691	MFS transporter, putative metabolite:H+ symporter	
yegD	K04046			hypothetical chaperone protein, HSP70	
ygfK	K12527	1.97.1.9		putative selenate reductase [EC:1.97.1.9]	
ygfM	K12529			putative selenate reductase FAD-binding subunit	
yhdR	K11358	2.6.1.1		aspartate aminotransferase [EC:2.6.1.1]	
yiaM	K21394		2.A.56.1	TRAP-type transport system small permease protein	
yiaN	K21393		2.A.56.1	TRAP-type transport system large permease protein	
yiaO	K21395		2.A.56.1	TRAP-type transport system periplasmic protein	
yiaY	K13954	1.1.1.1		yiaY; alcohol dehydrogenase [EC:1.1.1.1] 	
yjbB	K03324		2.A.58.2	phosphate:Na+ symporter	
yjeH	K16263		2.A.3.13.1_P39277	amino acid efflux transporter	
ykfC	K20742	3.4.14.13		ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	Cysteine peptidases_Family C40;C40
ykkC	K18924		2.A.7.1.5	paired small multidrug resistance pump	
ykkD	K18925		2.A.7.1.5	paired small multidrug resistance pump	
ylnA	K16331		2.A.20.4	sulfate permease	
ynfE	K07309	1.97.1.9		Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]	
ynfF	K07310	1.97.1.9		Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]	
ynfM	K08224		2.A.1.36.1_P43531	MFS transporter, YNFM family, putative membrane transport protein	
ynhG	K19234			ynhG; L,D-transpeptidase YnhG	Cysteine peptidases_Family C82;C82
yojI	K06159		3.A.1.113.3	putative ATP-binding cassette transporter	
yopJ	K08598			yopJ; YopJ protease family   	Cysteine peptidases_Family C55: YopJ protease family;C55
yopT	K08599	3.4.22.-		yopT; YopT peptidase [EC:3.4.22.-]	Cysteine peptidases_Family C58;C58
ypdF	K08326	3.4.11.-		ypdF; aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M24;M24
yqgE	K08222		2.A.1.33.1_P54487	MFS transporter, YQGE family, putative transporter	
yqgT	K01308	3.4.19.11		yqgT; g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]	Metallo peptidases_Family M14: carboxypeptidase A family;M14
yrbG	K07301		2.A.19.5	cation:H+ antiporter	
ytrB	K16921		3.A.1	acetoin utilization transport system ATP-binding protein	
ytrC_D	K16919		3.A.1	acetoin utilization transport system permease protein	
ytrE	K16920		3.A.1	acetoin utilization transport system ATP-binding protein	
ytrF	K16918		3.A.1	acetoin utilization transport system permease protein	
yuiF	K07084		2.A.8.1.12_O32105	putative amino acid transporter	
ywaD	K19701	3.4.11.6;3.4.11.10		ywaD; aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]	Metallo peptidases_Family M28: aminopeptidase Y family;M28
yxjA	K16323		2.A.41.1.3_P42312	purine nucleoside transport protein	
yydH	K16922			yydH; putative peptide zinc metalloprotease protein   	Metallo peptidases_Family M50: S2P protease family;M50
yydI	K16917		3.A.1.133.1	putative peptide transport system ATP-binding protein	
yydJ	K16916		3.A.1.133.1	putative peptide transport system permease protein	
zipB	K16267		2.A.5.4.11	zinc and cadmium transporter	
zmA	K02074		3.A.1.15	zinc/manganese transport system ATP-binding protein	
zmP	K02075		3.A.1.15	zinc/manganese transport system permease protein	
zmp1	K20109	3.4.24.89		zmp1; Pro-Pro endopeptidase [EC:3.4.24.89]	Metallo peptidases_Family M34: anthrax lethal factor family;M34
zmpA	K20273			zmpA; zinc metalloprotease ZmpA	Metallo peptidases_Family M4: thermolysin family;M4
zmpB_M26	K08643	3.4.24.-		zmpB; zinc metalloprotease ZmpB [EC:3.4.24.-]	Metallo peptidases_Family M26;M26
zmpB_M4	K20274			zmpB; zinc metalloprotease ZmpB  	Metallo peptidases_Family M4: thermolysin family;M4
zmS	K02077		3.A.1.15	zinc/manganese transport system substrate-binding protein	
zntB	K16074		1.A.35.4	zinc transporter	
znuA	K09815		3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system substrate-binding protein	
znuB	K09816		3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system permease protein	
znuC	K09817	3.6.3.-	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system ATP-binding protein [EC:3.6.3.-]	
gpgP	K22306	3.1.3.85		glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]	
ggs	K21349	2.4.1.268		glucosylglycerate synthase [EC:2.4.1.268]	
mggA	K21369	2.4.1.270		mannosylglucosyl-3-phosphoglycerate synthase [EC:2.4.1.270]	
mggS	K22908	2.4.1.-		mannosylglucosylglycerate synthase [EC:2.4.1.-]	
mngA	K05947	2.4.1.217		mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	
mngB	K07026	3.1.3.70		mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	
mgs	K18818	2.4.1.269		mannosylglycerate synthase [EC:2.4.1.269]	
purF	K00764	2.4.2.14		amidophosphoribosyltransferase [EC:2.4.2.14]	
glmS	K00820	2.6.1.16		glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	
E3.4.11.14	K01263	3.4.11.14		cytosol alanyl aminopeptidase [EC:3.4.11.14]	
E3.4.11.-	K01269	3.4.11.-		aminopeptidase [EC:3.4.11.-]	
E3.4.13.-	K01274	3.4.13.-		D-alanyl-D-alanine dipeptidase [EC:3.4.13.-]	
E3.4.16.4	K01286	3.4.16.4		D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	
E3.4.21.59	K01340	3.4.21.59		tryptase [EC:3.4.21.59]	
ompT	K01355	3.4.23.49		omptin [EC:3.4.23.49]	
lexA	K01356	3.4.21.88		repressor LexA [EC:3.4.21.88]	
E3.4.21.96	K01361	3.4.21.96		lactocepin [EC:3.4.21.96]	
speB	K01364	3.4.22.10		streptopain [EC:3.4.22.10]	
pepC	K01372	3.4.22.40		bleomycin hydrolase [EC:3.4.22.40]	
E3.4.23.42	K01385	3.4.23.42		thermopsin [EC:3.4.23.42]	
colA	K01387	3.4.24.3		microbial collagenase [EC:3.4.24.3]	
lasB	K01399	3.4.24.26		pseudolysin [EC:3.4.24.26]	
nprE	K01400	3.4.24.28		bacillolysin [EC:3.4.24.28]	
aur	K01401	3.4.24.29		aureolysin [EC:3.4.24.29]	
prtC_M10	K01406	3.4.24.40		serralysin [EC:3.4.24.40]	Metallo peptidases_Family M10;M10
ide	K01408	3.4.24.56		insulysin [EC:3.4.24.56]	
snpA	K01416	3.4.24.77		snapalysin [EC:3.4.24.77]	
pac	K01434	3.5.1.11		penicillin G amidase [EC:3.5.1.11]	
yhaA	K01436	3.5.1.-		amidohydrolase [EC:3.5.1.-]	
dapE	K01439	3.5.1.18		succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	
cbh	K01442	3.5.1.24		choloylglycine hydrolase [EC:3.5.1.24]	
hipO	K01451	3.5.1.32		hippurate hydrolase [EC:3.5.1.32]	
guaA	K01951	6.3.5.2		GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	
asnB	K01953	6.3.5.4		asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	
allC	K02083	3.5.3.9		allantoate deiminase [EC:3.5.3.9]	
blaR1	K02172			bla regulator protein blaR1	
comC	K02236	3.4.23.43;2.1.1.-		leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	
gspO	K02464	3.4.23.43;2.1.1.-		general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	
mecR1	K02547			methicillin resistance protein	
ppdA	K02679			prepilin peptidase dependent protein A	
ppdB	K02680			prepilin peptidase dependent protein B	
ppdC	K02681			prepilin peptidase dependent protein C	
ppdD	K02682			prepilin peptidase dependent protein D	
thiJ	K03152	3.5.1.124		protein deglycase [EC:3.5.1.124]	
umuD	K03503	3.4.21.-		DNA polymerase V [EC:3.4.21.-]	
tldD	K03568			TldD protein	
pmbA	K03592			PmbA protein	
htpX	K03799	3.4.24.-		heat shock protein HtpX [EC:3.4.24.-]	
hflC	K04087			modulator of FtsH protease HflC	
hflK	K04088			modulator of FtsH protease HflK	
PIGM	K05284	2.4.1.-		GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]	
hchA	K05523	4.2.1.130;3.5.1.124		D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]	
dapL	K05823	3.5.1.47		N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	
E3.4.21.100	K05998	3.4.21.100		pseudomonalisin [EC:3.4.21.100]	
E3.4.21.101	K05999	3.4.21.101		xanthomonalisin [EC:3.4.21.101]	
boNT	K06011	3.4.24.69		botulinum neurotoxin [EC:3.4.24.69]	
tasA	K06336			spore coat-associated protein N	
spoIVB	K06399	3.4.21.116		stage IV sporulation protein B [EC:3.4.21.116]	
spoIVFB	K06402	3.4.24.-		stage IV sporulation protein FB [EC:3.4.24.-]	
